0001,0002,0.00191766,0.00620728,0.0850223
0001,0003,0.0454244,0.014534,0.091978
0001,0004,0.0199405,0.0030884,0.0658933
0001,0005,0.0382058,0.0301648,0.0928576
0001,0006,0.0278027,0.0304856,0.120524
0001,0007,0.0024119,0.019406,0.132933
0001,0008,0.0473339,0.00362542,0.169866
0001,0009,0.0246742,0.0148802,0.161992
0001,0010,0.0371418,0.0105073,0.175156
0001,0011,0.0232296,0.0221852,0.174297
0001,0012,0.0434342,0.0585116,0.144684
0001,0013,0.0926752,0.0917899,0.204785
0001,0014,0.0837818,0.0860306,0.197797
0001,0015,0.0699667,0.0861633,0.227805
0001,0016,0.0733612,0.0817983,0.190736
0001,0017,0.137136,0.109447,0.147353
0001,0018,0.217511,0.146781,0.125376
0001,0019,0.203867,0.121705,0.141481
0001,0020,0.236697,0.141357,0.197918
0001,0021,0.200846,0.113007,0.156286
0001,0022,0.214811,0.124182,0.133965
0001,0023,0.228301,0.131034,0.142306
0001,0024,0.279635,0.155768,0.150442
0001,0025,0.289887,0.16425,0.187718
0001,0026,0.341064,0.205198,0.264168
0001,0027,0.537184,0.329902,0.336009
0001,0028,0.157928,0.121695,0.261267
0001,0029,0.174847,0.110681,0.194176
0001,0030,0.164178,0.100269,0.199957
0001,0031,0.139986,0.0865473,0.254107
